[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  override existing env vars with { override: true }
Home Gateway listening on http://0.0.0.0:8080 (all interfaces)
(node:6662) [DEP0060] DeprecationWarning: The `util._extend` API is deprecated. Please use Object.assign() instead.
(Use `node --trace-deprecation ...` to show where the warning was created)
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 33.276 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 31.046 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 38.432 ms
GET /images/acasa/01/steak002.jpg 304 - - 38.454 ms
GET /images/steak/animation/steak002.jpg 304 - - 38.628 ms
GET /images/acasa/01/beef001.jpg 304 - - 38.907 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 29.973 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 31.141 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 41.063 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 43.233 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 41.821 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 39.445 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 36.718 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 39.916 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 6.621 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 36.823 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 32.317 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.477 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.506 ms
POST /__nextjs_original-stack-frames 200 - - 4.197 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 30.317 ms
GET /_next/webpack-hmr?id=kWbEXl62mD29Fl4kK_X32 404 - - 33.384 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 28.436 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 33.341 ms
GET /images/steak/animation/steak001.jpg 304 - - 3.585 ms
GET / 200 - - 54.593 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 3.864 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 8.110 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 5.493 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 14.315 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 14.361 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 5.856 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 6.701 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 14.149 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 13.637 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 14.877 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 10.194 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 9.849 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 14.410 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 14.983 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 15.463 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 7.934 ms
GET /logo.png 304 - - 7.224 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 16.314 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 16.076 ms
GET /images/tripadvisor2019certificate.png 304 - - 6.768 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 15.965 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 14.563 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 16.330 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 7.329 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 14.237 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 5.868 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 7.007 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 2.582 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 2.530 ms
GET /images/acasa/01/steak002.jpg 304 - - 2.261 ms
GET /images/acasa/01/beef001.jpg 304 - - 2.164 ms
GET /images/steak/animation/steak002.jpg 304 - - 2.521 ms
GET /favicon.ico 404 - - 3.127 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.237 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.469 ms
POST /__nextjs_original-stack-frames 200 - - 22.759 ms
GET /redbull.png 404 - - 32.562 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 37.509 ms
GET /images/steak/animation/bg-image-platou-vita2.jpg 304 - - 3.119 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 50.849 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 36.077 ms
GET /evenimente 200 - - 280.584 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_globals_7aa10471.css 200 - - 3.317 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 7.486 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_a0ff3932._.js 200 783 - 7.529 ms
GET /logo.png 200 25887 - 10.302 ms
GET /images/tripadvisor2019certificate.png 200 98968 - 9.748 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 8.768 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 15.979 ms
GET /evenimente/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 16.560 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 9.555 ms
GET /evenimente/_next/static/chunks/turbopack-services_service-evenimente_05d82a14._.js 200 - - 17.515 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 12.569 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 17.360 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_layout_tsx_1cf6b850._.js 200 654 - 19.521 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_page_tsx_09bf6305._.js 200 240 - 20.118 ms
GET /evenimente/_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 17.954 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_src_33b630eb._.js 200 - - 17.246 ms
GET /evenimente/_next/static/chunks/_452e1ac4._.js 200 - - 23.473 ms
GET /evenimente/_next/static/chunks/node_modules_next_cd640352._.js 200 - - 17.779 ms
GET /evenimente/_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 19.481 ms
GET /evenimente/_next/static/chunks/node_modules_745e78bd._.js 200 - - 20.900 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 7.792 ms
GET /evenimente/_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 19.120 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 14.023 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 9.498 ms
GET /images/events/wine-tasting.png 200 57753 - 6.416 ms
GET /images/others/big/mese_private.jpg 200 115495 - 5.893 ms
GET /images/events/wedding-venue.png 200 475981 - 2.666 ms
GET /images/events/corporate-dinner.png 200 418138 - 6.155 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 3.481 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.905 ms
GET /favicon.ico 404 - - 2.024 ms
POST /__nextjs_original-stack-frames 200 - - 3.644 ms
GET /images/redbul.png 200 126082 - 4.391 ms
GET / 200 - - 68.918 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 1.890 ms
GET /_next/static/chunks/services_service-acasa_app_globals_883f66e8.css 200 - - 3.475 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 5.457 ms
GET /_next/static/chunks/services_service-acasa_a0ff3932._.js 200 783 - 7.361 ms
GET /_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 9.067 ms
GET /_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 7.315 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 10.127 ms
GET /_next/static/chunks/services_service-acasa_app_layout_tsx_1cf6b850._.js 200 644 - 9.769 ms
GET /_next/static/chunks/turbopack-services_service-acasa_23a915ee._.js 200 - - 10.172 ms
GET /logo.png 304 - - 9.537 ms
GET /images/tripadvisor2019certificate.png 304 - - 10.274 ms
GET /images/seafood/animation/Paella-cu-fructe-de-mare-2.jpg 304 - - 9.715 ms
GET /images/steak/animation/steak-and-wine.jpg 304 - - 9.189 ms
GET /_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 9.348 ms
GET /_next/static/chunks/services_service-acasa_app_page_tsx_ed969260._.js 200 323 - 12.024 ms
GET /_next/static/chunks/node_modules_703b6034._.js 200 - - 12.386 ms
GET /_next/static/chunks/services_service-acasa_src_5df6f245._.js 200 - - 9.888 ms
GET /_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 10.088 ms
GET /_next/static/chunks/node_modules_next_cd640352._.js 200 - - 11.124 ms
GET /_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 13.205 ms
GET /_next/static/chunks/services_service-acasa_src_components_5341cc54._.js 200 - - 12.320 ms
GET /_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 12.405 ms
GET /_next/static/chunks/node_modules_745e78bd._.js 200 - - 12.358 ms
GET /_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 9.523 ms
GET /_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 12.086 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 5.744 ms
GET /_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 8.479 ms
GET /images/redbul.png 304 - - 2.456 ms
GET /images/acasa/01/beef001.jpg 304 - - 2.653 ms
GET /images/seafood/animation/homar-proaspat.jpg 304 - - 1.430 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 3.064 ms
GET /images/acasa/01/steak002.jpg 304 - - 2.685 ms
GET /favicon.ico 404 - - 2.635 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 1.715 ms
GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 2.817 ms
POST /__nextjs_original-stack-frames 200 - - 6.667 ms
GET /images/steak/animation/steak002.jpg 304 - - 2.743 ms
GET /images/acasa/02/steak003.jpg 304 - - 2.516 ms
GET /images/acasa/02/seafood002.png 304 - - 1.705 ms
GET /images/acasa/02/paella001.jpg 304 - - 2.106 ms
GET /images/acasa/02/steak002.jpg 304 - - 2.232 ms
GET /images/acasa/04/001-meniuri-delicioase-platou-tomahawk.jpg 304 - - 5.110 ms
GET /images/acasa/04/002-rezervari.jpg 304 - - 4.325 ms
GET /images/acasa/04/006-ne-place-sa-scriem-pe-blog.jpg 304 - - 4.879 ms
GET /images/acasa/04/007-contacteaza-ne.jpg 304 - - 4.575 ms
GET /images/acasa/04/003-tot-noi-dar-in-imagini.jpg 304 - - 3.149 ms
GET /images/acasa/04/005-sa-ne-cunoastem.jpg 304 - - 1.932 ms
GET /images/acasa/03/seafood001.jpg 304 - - 2.637 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 48.032 ms
GET /despre-noi 200 - - 254.320 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_app_globals_a03fe9d6.css 200 - - 6.944 ms
GET /despre-noi/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 5.949 ms
GET /logo.png 304 - - 2.612 ms
GET /images/tripadvisor2019certificate.png 304 - - 2.434 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_a0ff3932._.js 200 783 - 9.014 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 17.975 ms
GET /despre-noi/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 16.543 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 8.871 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 8.450 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 22.662 ms
GET /despre-noi/_next/static/chunks/turbopack-services_service-despre-noi_023aeb0c._.js 200 - - 25.924 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_app_layout_tsx_1cf6b850._.js 200 654 - 34.723 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_app_page_tsx_58c35da1._.js 200 282 - 41.185 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 16.568 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_src_d9e6d7c6._.js 200 - - 22.930 ms
GET /images/redbul.png 304 - - 2.015 ms
GET /despre-noi/_next/static/chunks/services_service-despre-noi_src_components_406fdd41._.js 200 - - 43.524 ms
GET /despre-noi/_next/static/chunks/node_modules_next_cd640352._.js 200 - - 25.894 ms
GET /despre-noi/_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 31.775 ms
GET /despre-noi/_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 53.667 ms
GET /despre-noi/_next/static/chunks/node_modules_745e78bd._.js 200 - - 44.639 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 9.223 ms
GET /despre-noi/_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 32.308 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 7.024 ms
GET /despre-noi/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 7.260 ms
GET /images/desprenoi/interior-local001.jpg 200 489013 - 5.566 ms
GET /images/desprenoi/interior-local-003.jpg 200 586604 - 2.422 ms
GET /images/desprenoi/echipa-emadelmar.jpg 200 802795 - 2.092 ms
GET /despre-noi/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.794 ms
GET /despre-noi/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.827 ms
GET /images/desprenoi/Interio-local002.jpg 200 1068860 - 2.393 ms
POST /__nextjs_original-stack-frames 200 - - 3.482 ms
GET /favicon.ico 404 - - 2.359 ms
GET /meniu 200 - - 292.130 ms
GET /meniu/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 6.330 ms
GET /logo.png 304 - - 1.937 ms
GET /images/tripadvisor2019certificate.png 304 - - 2.187 ms
GET /meniu/_next/static/chunks/services_service-meniu_app_globals_2b504bef.css 200 - - 7.880 ms
GET /meniu/_next/static/chunks/services_service-meniu_a0ff3932._.js 200 783 - 11.830 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 12.249 ms
GET /meniu/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 13.652 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 9.332 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 9.931 ms
GET /meniu/_next/static/chunks/services_service-meniu_app_layout_tsx_1cf6b850._.js 200 644 - 17.638 ms
GET /meniu/_next/static/chunks/turbopack-services_service-meniu_1c2fcf62._.js 200 - - 15.146 ms
GET /meniu/_next/static/chunks/services_service-meniu_app_page_tsx_6da6a616._.js 200 240 - 18.014 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 15.469 ms
GET /meniu/_next/static/chunks/services_service-meniu_src_76261d0e._.js 200 - - 15.112 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 12.055 ms
GET /meniu/_next/static/chunks/node_modules_next_cd640352._.js 200 - - 15.623 ms
GET /meniu/_next/static/chunks/_561909f3._.js 200 - - 19.406 ms
GET /meniu/_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 16.826 ms
GET /meniu/_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 17.680 ms
GET /meniu/_next/static/chunks/node_modules_745e78bd._.js 200 - - 19.061 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 9.212 ms
GET /meniu/_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 17.203 ms
GET /images/menu/starters_premium.png 200 186578 - 2.776 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 8.575 ms
GET /meniu/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 7.940 ms
GET /images/redbul.png 304 - - 1.672 ms
GET /images/seafood/animation/seafood-mix-platou.jpg 304 - - 1.346 ms
GET /meniu/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.200 ms
GET /meniu/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.733 ms
POST /__nextjs_original-stack-frames 200 - - 3.495 ms
GET /evenimente 200 - - 51.586 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 6.108 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_globals_7aa10471.css 200 - - 5.245 ms
GET /logo.png 304 - - 3.304 ms
GET /images/tripadvisor2019certificate.png 304 - - 3.562 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_a0ff3932._.js 200 783 - 9.527 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 6.307 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 9.687 ms
GET /evenimente/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 9.896 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 7.526 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_layout_tsx_1cf6b850._.js 200 654 - 10.745 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_app_page_tsx_09bf6305._.js 200 240 - 13.633 ms
GET /evenimente/_next/static/chunks/turbopack-services_service-evenimente_05d82a14._.js 200 - - 12.214 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 12.216 ms
GET /evenimente/_next/static/chunks/_452e1ac4._.js 200 - - 14.909 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 9.848 ms
GET /evenimente/_next/static/chunks/services_service-evenimente_src_33b630eb._.js 200 - - 12.801 ms
GET /evenimente/_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 12.818 ms
GET /evenimente/_next/static/chunks/node_modules_next_cd640352._.js 200 - - 13.205 ms
GET /evenimente/_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 13.562 ms
GET /evenimente/_next/static/chunks/node_modules_745e78bd._.js 200 - - 14.035 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 7.849 ms
GET /evenimente/_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 12.721 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 6.961 ms
GET /evenimente/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 5.751 ms
GET /images/events/wedding-venue.png 304 - - 3.056 ms
GET /images/redbul.png 304 - - 3.024 ms
GET /images/events/corporate-dinner.png 304 - - 2.187 ms
GET /images/others/big/mese_private.jpg 304 - - 3.054 ms
GET /images/events/wine-tasting.png 304 - - 2.952 ms
GET /favicon.ico 404 - - 2.668 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 2.011 ms
GET /evenimente/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 3.440 ms
POST /__nextjs_original-stack-frames 200 - - 2.657 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 65.242 ms
GET /parteneri-clienti 200 - - 1685.850 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_app_styles_module_a9df9971.css 200 309 - 6.082 ms
GET /parteneri-clienti/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 9.738 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_app_globals_0a6e3697.css 200 - - 9.751 ms
GET /logo.png 304 - - 15.922 ms
GET /images/tripadvisor2019certificate.png 304 - - 16.878 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_a0ff3932._.js 200 783 - 28.390 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 30.116 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 23.107 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 31.928 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 24.553 ms
GET /parteneri-clienti/_next/static/chunks/turbopack-services_service-parteneri-clienti_886b711e._.js 200 - - 32.982 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_be32b49c._.js 200 - - 34.607 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_f3530cac._.js 200 - - 30.003 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_app_layout_tsx_1cf6b850._.js 200 668 - 38.069 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_src_8fa75a43._.js 200 - - 34.512 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_app_page_tsx_50a6f543._.js 200 374 - 39.105 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_cd640352._.js 200 - - 32.900 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_tailwind-merge_dist_bundle-mjs_mjs_56b6fd65._.js 200 - - 34.465 ms
GET /parteneri-clienti/_next/static/chunks/services_service-parteneri-clienti_src_components_fe43cb5c._.js 200 - - 41.687 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_framer-motion_dist_es_afea34c2._.js 200 - - 41.644 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_745e78bd._.js 200 - - 38.152 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_client_17643121._.js 200 - - 25.535 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_motion-dom_dist_es_bc6a3e4a._.js 200 - - 35.483 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js 200 - - 12.557 ms
GET /parteneri-clienti/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js 200 - - 23.153 ms
GET /images/redbul.png 304 - - 4.206 ms
GET /images/partners/winery.png 200 43769 - 8.502 ms
GET /images/partners/farm.png 200 43936 - 8.148 ms
GET /images/partners/spirits.png 200 37604 - 2.645 ms
GET /parteneri-clienti/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js 200 288 - 3.577 ms
GET /parteneri-clienti/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js 200 - - 4.445 ms
GET /images/others/emadelmar/restaurant/interior001.jpg 200 5601031 - 7.265 ms
POST /__nextjs_original-stack-frames 200 - - 43.849 ms
GET /favicon.ico 404 - - 9.291 ms
GET /_next/webpack-hmr?id=_5DiMqUZhE3gLWsH8YnEX 404 - - 111.614 ms
GET /galerie 200 - - 292.519 ms
GET /galerie/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js 200 671 - 12.681 ms
GET /galerie/_next/static/chunks/services_service-galerie_app_globals_c66875dc.css 200 - - 11.266 ms
GET /galerie/_next/static/chunks/services_service-galerie_a0ff3932._.js 200 783 - 11.475 ms
GET /galerie/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js 200 - - 9.180 ms
GET /galerie/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js 200 262 - 19.400 ms
GET /galerie/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js 200 - - 17.161 ms
GET /galerie/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js 200 - - 12.324 ms
GET /galerie/_next/static/chunks/services_service-galerie_app_layout_tsx_1cf6b850._.js 200 648 - 18.224 ms
